dialogue,label,meta,scenario_type,scenario_relationship,scenario_context,participants
"야 뭐해
지금 도서관이야 좀 조용히 이야기해야 돼
아 그랬어 미안 미안
괜찮아 무슨 일로 전화했어
이따가 집들이잖아 음식 준비하려고 하는데 뭐가 좋을까
음 나는 떡볶이나 잡채 같은 건 어때 싶어
오 떡볶이 좋다 그리고 샐러드도 하나 만들까
그래 샐러드는 깔끔하게 좋지
이번에 오는 친구들도 다 좋아하겠지
그럼 우리 둘이서 다 준비하는 거야
응 정말 기대된다 내가 재료 좀 사갈게
고마워 그럼 이따가 와서 같이 준비하자
알았어 그럼 이따 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '집들이 음식 준비', 'tone': '즐거움', 'topic': '집들이 음식 메뉴 논의', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['박다현', '우민서']}",집들이 음식 준비,친구,집들이 음식 메뉴 논의,
"야 뭐해
어 지금 카페에서 커피 마시는 중이야 하하 왜
집들이 언제 하기로 했던 거야 기억 안 나
그거 다음 주 토요일 아니었어
아 맞다 맞다 그러면 음식 메뉴 좀 정해야겠네 소음이 있어서 잘 안 들리네
응 여기가 좀 시끄럽긴 하다 미안해
괜찮아 그럼 뭐 해먹을지 생각해봤어
음 일단 간단하게 샐러드랑 파스타 어떨까
오 좋다 거기에 치킨이나 추가하면 어때
완전 좋아 치킨은 무조건이지 하하
오케이 그럼 나중에 장 보는 것도 같이 하자
응 좋아 그럼 연락하고
그래 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '집들이 음식 메뉴 논의', 'tone': '즐거움', 'topic': '집들이 음식 준비', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['홍민석', '장승호']}",집들이 음식 준비,친구,집들이 음식 메뉴 논의,
"야 뭐해
어 나 지금 공원에 있어 바람도 좋고
오 진짜 좋겠다 나도 좀 나와야겠네
그나저나 이번 주에 무슨 책 읽을지 정했어
아직 못 정했는데 생각해둔 거 있어
음 나는 소설 같은 거 어떨까 싶어 좀 가볍게
맞아 특히 요즘같이 날씨 좋을 때는 소설이 좋지
그치 그럼 이번에 뭘로 할까
어떤 작가 좋아해 추천 좀 해줘
음 그럼 이번에는 이사카 코타로 어때
아 그 사람 책 진짜 재밌지 그럼 이번주엔 그걸로 하자
오케이 그럼 이번 모임 때 그 책으로 이야기하자
알았어 그럼 모임 장소랑 시간은 나중에 다시 정하는 걸로
그래 그러자 그럼 좀 있다가 나와서 보자
응 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '이번 주 읽을 책 선정', 'tone': '논리적', 'topic': '책 읽기 모임', 'emotion': '즐거움', 'participants': ['전유준', '배도윤'], 'call_environment': '실외'}",책 읽기 모임,친구,이번 주 읽을 책 선정,
"야 뭐해
어 나 집이야
이번 주에 읽을 책 정해야 되잖아
맞아 뭐 보고 싶어
나는 그 소설집이 괜찮은 것 같아
그거 저번에 얘기한 거
어 맞아
내용이 좀 흥미로워 보이더라고
음 괜찮네 다른 사람들도 좋아할 것 같아
그러게 요즘 다들 좀 바쁜 것 같아서 짧은 게 좋을 듯
맞아 그러면 그걸로 정할까
그래 그럼 목요일에 얘기 알려줄게
오케이 알았어
그럼 나중에 봐
응 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '논리적', 'topic': '이번 주 읽을 책 선정', 'emotion': '중립', 'call_environment': '조용한 실내', 'participants': ['손민하', '양지헌']}",책 읽기 모임,친구,이번 주 읽을 책 선정,
"야 지금 어디야
버스 타고 가는 중이야 너는
나도 버스 타고 움직이는 중이야 생각난 김에 물어보려는데 혹시 우주 팽창 얘기 들어봤어
어 당연하지 요즘은 다들 그 얘기 하더라
맞아 요즘 우주가 계속 팽창한다는 게 정말 신기하지 않아
그러니까 말이야 빅뱅 이후로 계속 그런 거래
음 그리고 어두운 물질이나 에너지가 그거에 영향을 준다는 얘기도 있더라
나도 그거 들었어 근데 내가 이해한 바로는 완전히 밝혀진 게 아니라서 이론들이 많잖아
그렇지 그래서 과학자들이 열심히 연구하고 있는 거잖아 어쨌든 흥미롭긴 해
진짜로 인류가 이런 걸 다 이해할 수 있는 날이 올까 싶기도 하고
그러게 아 생각하다 보니까 정거장 도착했다 여기서 내려야 돼서 끊어야 할 것 같아
오케이 그럼 다음에 얘기 더 하자
그래 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '토론', 'tone': '논리적', 'topic': '우주 및 물리학', 'emotion': '흥미', 'call_environment': '이동 중', 'participants': ['백지헌', '우예린']}",과학 관련 토론,친구,우주 및 물리학 주제 토론,
"야 뭐해
어 나 지금 도서관이야 공부 좀 하려고
조용히 해야겠다
그래도 전화는 괜찮아
아 그럼 다행이고 너 우주에 대해 생각해 본 적 있어
음 그게 뭐 정확히
음 그러니까 우주의 끝은 있을까 없을까 그런 거 있잖아
어 그런 거라면 나도 가끔 생각해 보긴 해
맞아 그런데 진짜 복잡하달까
그니까 그게 무한하다면 끝이 없는 건데 그럼 공간은 어떻게 되는 거냐고
그러게 그게 참 신기하단 말이지
물리학자들도 이런 주제 가지고 많이 연구하고 있겠지
맞아 그게 바로 끌리는 이유 중 하나인 것 같아
그래서 너는 어떻게 생각해
음 나는 우주가 계속 팽창하고 있다고 하잖아 그래서 언젠가는 어떤 변화가 생기지 않을까 생각해
아 그거 흥미롭다 계속 팽창하면 마치 풍선처럼 터질 수도 있겠네
하하 그럴 수도 있고 아마 우리가 상상하는 것 이상의 일이 벌어지겠지
그렇겠지 그럼 공부 열심히 해 알았어
고마워 다음에 또 이야기하자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '우주 및 물리학 주제 토론', 'tone': '논리적', 'topic': '우주와 물리학', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['윤지환', '황연우']}",과학 관련 토론,친구,우주 및 물리학 주제 토론,
"야 뭐해
나 지금 카페라 좀 시끄러워
아 괜찮아 잘 들려
스마트폰 바꾸려고 하는데 어떤 모델 괜찮아
음 갤럭시 최신 거 나왔다던데 그거 어때
그거 괜찮다고 하던데 좀 비싸지 않아
비싸긴 한데 한번 사면 오래 쓰니까 괜찮지 않을까
맞아 사실 나도 그거 살까 고민 중이야 하하
그러면 우리 같이 알아보는 거 어때
좋아 그럼 주말에 잠깐 만나서 보자
오케이 카페에서 말 못한 거 직접 보고 얘기하자
그래 그럼 주말에 시간 맞춰서 연락할게
알았어 나중에 또 봐
응 잘 지내봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '스마트폰 모델 추천', 'tone': '조심스러움', 'topic': '전자기기 구매 상담', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['노민재', '서시윤']}",전자기기 구매 상담,친구,스마트폰 모델 추천,
"야 뭐하고 있어
나 지금 도서관이야 조용히 해야 하거든
아 그랬구나 미안해 나 스마트폰 바꾸려는데 추천 좀 해줄래
음 물론이지 요새 어떤 걸로 생각하고 있어
그게 잘 모르겠어서 너한테 물어보는 거야
아 그래 요즘 괜찮은 모델 몇 개 있는데 배터리 오래가는 게 좋아
아 맞아 배터리 중요하지 또 어떤 게 있어
카메라 화질도 중요하잖아 사진 좋아하니까
맞아 맞아 그럼 그런 걸로 한 번 찾아볼게
고마워 나중에 만나서 더 얘기하자
그래 조만간 보자고
응 그럼 이따 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '스마트폰 모델 추천', 'tone': '조심스러움', 'topic': '전자기기 구매 상담', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['허민석', '고시연']}",전자기기 구매 상담,친구,스마트폰 모델 추천,
"야 뭐해
나 지금 카페에 있어 너무 시끄러워서 조금만 말할게
괜찮아 나도 시끄러운 데서 전화 중이야
도서관 갔다가 재미있는 책들 추천해주려고
오 좋지 어떤 책들이야
음 잠깐만 기억나는 거 적어놨는데 어 그거지 인생을 바꾸는 청소의 힘
아 그 책 나도 들어봤어
그리고 또 뭐지 아 맞다 나미야 잡화점의 기적도 있었어
둘 다 유명한 책이네
읽으면서 많이 배웠어
그럼 나도 읽어봐야겠다 고마워
나중에 책 읽고 나서 같이 이야기하자
좋아 그럼 나중에 봐
어 조심히 가",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '추천 도서 목록 공유', 'tone': '즐거움', 'topic': '도서 추천', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['손시우', '하지헌']}",도서관에서 책 추천,친구,추천 도서 목록 공유,
"어 지금 걷는 중이야
어 나 지금 버스 타고 가는데
너 최근에 읽은 책 뭐 있어
음 그게 내가 요즘 빠진 책들이 좀 많은데
오 뭐야 뭐야 추천해줘
일단 '어린왕자' 다시 읽었는데 진짜 감동이더라
오 나도 그 책 진짜 좋아해
그리고 '여행의 기술'도 읽어봤어
음 그건 안 읽어봤는데 재밌어
응 여행하면서 생각하게 돼서 좋았어
좋네 한번 읽어봐야겠다
버스에서 내리면 도서관 가려고
오 거기서 책 찾으면 되겠다
어 도착하면 연락할게
그래 조심히 가
응 알았어 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '추천 도서 목록 공유', 'tone': '즐거움', 'topic': '도서 추천', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['오하은', '이서준']}",도서관에서 책 추천,친구,추천 도서 목록 공유,
"야 뭐해
어 나 카페에 있어
카페라 시끄럽겠다
응 좀 시끄러워 하하 너한테 뭐 물어보려고
뭔데
이번 학기에 수강할 강의 추천 좀 해줘
음 넌 교수님 누구한테 들을 생각이야
난 알잖아 그 선생님 좋아하잖아
아 맞다 그분 강의 재미있지
응 맞아 그리고 어렵지도 않아서 좋아
다른 추천해줄 거 있어
음 음악 수업 있잖아 그건 어때
그건 좀 많이 시끄럽다던데
하긴 그럴 수도 있겠다 근데 진짜 재미있다고 하더라
알았어 고려해볼게 고마워
천만에 뭐 또 궁금하면 전화해
알았어 그럼 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '선호 교수와 강의 추천 공유', 'tone': '협조적', 'topic': '대학교 강의 수강 상담', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['성시우', '곽지우']}",대학교 강의 수강 상담,친구,선호 교수와 강의 추천 공유,
"야 뭐해
어 그냥 밖에 나와 있어 바람이 좀 불어서 시원하네
오 좋겠다 나도 곧 나갈 거야
근데 있잖아 이번 학기 수강 신청 어떻게 할지 고민이야
맞아 나도 그런데 너는 어떤 강의 추천해줄래
음 나는 그게 말이야 홍 교수님 강의가 진짜 좋더라
진짜 그 교수님이 어떤 분야 가르쳐
음 주로 심리학인데 강의가 엄청 재미있고 유익해
듣기 좋겠다 나도 그 강의 들어볼까 생각 중이야
완전 좋아 근데 인기 많아서 빨리 신청해야 할걸 하하
그래도 도전해 볼게 정보 고마워
천만에 언제든 연락해 바람도 쐬고 기분 전환도 해
그래 날씨 좋아서 기분도 좋네 나중에 또 얘기해
응 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '강의 추천', 'tone': '협조적', 'topic': '대학교 강의 수강 상담', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['차서하', '서예은']}",대학교 강의 수강 상담,친구,선호 교수와 강의 추천 공유,
"교수님 안녕하세요 지금 괜찮으신가요
어 학생 뭐 도와줄까
음 그게 말이야 제가 이번 연구 과제 관련해서 질문이 있어서요
어 그래 무슨 질문인지 말해봐
제가 실험 과정에서 좀 막혀서 그런데 변수 설정 부분이 좀 헷갈리더라고요
아 그 부분이 쉽지 않지 음 바람 소리 때문에 잘 안 들렸는데 조금만 더 자세히 말해줄래
네 교수님 제가 혹시 방문해서 여쭤봐도 될까요 지금 밖이라서요
물론이지 그래 실험실로 언제 올 수 있니
내일 오전 중에 가능할 것 같습니다 그때 뵐게요
그럼 내일 보자구 더 궁금한 거 있으면 그때 같이 이야기하자
감사합니다 교수님 좋은 하루 되세요
그래 잘 가",0,"{'conversation_type': 'casual_normal', 'relationship': '학생-교수', 'context': '연구 관련 질문 및 상담', 'tone': '공손함', 'topic': '연구 과제 관련 질문', 'emotion': '공손함', 'call_environment': '실외', 'participants': ['백진우', '김수빈']}",교수님 연구실 방문,학생-교수,연구 관련 질문 및 상담,
"교수님 안녕하세요 지금 통화 가능하신가요
어 학생 안녕하세요 무슨 일이에요
저 지금 연구실에 방문해도 괜찮을까요 연구 관련해서 궁금한 점이 있어서요
지금 나와 있는데 날씨가 참 좋네요 어디에요
저도 밖에 있어요 바람이 정말 시원하네요
바람이 불어서 다행이네요 그럼 연구실은 언제쯤 방문할 생각이에요
아 네 제가 한 두 시간 후면 될 것 같아요 괜찮으실까요
네 알겠습니다 그럼 그 시간에 연구실에서 봐요
감사합니다 교수님 그럼 이따가 뵙겠습니다
네 조심히 오세요 학생",0,"{'conversation_type': 'casual_normal', 'relationship': '학생-교수', 'context': '연구 관련 질문 및 상담', 'tone': '공손함', 'topic': '연구실 방문', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['홍주호', '백하린']}",교수님 연구실 방문,학생-교수,연구 관련 질문 및 상담,
"야 뭐해
어 나 지금 걷는 중이야 너는
나도 걸어가면서 말하는 거야 지금 얘기할 시간 괜찮아
응 괜찮아 무슨 일이야
그 우리 조별 과제 말이야 역할 좀 분담하자
아 맞다 그거 우리 이번 주까지였지
응 그래서 내가 조사 부분 맡을까 하는데 어때
좋아 나는 정리랑 발표 준비할게 그럼
오케이 그럼 각자 맡은 거 준비해서 이번 주 후반에 한번 맞춰보자
그게 좋겠네 그렇게 하자
잘 됐다 그럼 나중에 또 얘기하자
그래 연락할게
응 조심히 가
응 너도
",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '조별 과제 역할 분담', 'tone': '협조적', 'topic': '팀 프로젝트', 'emotion': '협조적', 'call_environment': '이동 중', 'participants': ['남하율', '고서희']}",과제 팀 프로젝트 논의,친구,조별 과제 역할 분담,
"야 뭐해
어 나 지금 카페야 좀 시끄러워
아 그래
이번에 과제 어떻게 할지 얘기 좀 해볼까
그러자 그 역할 분담 어떻게 하지
음 나는 자료 조사 좀 하고 싶은데 너는
나는 발표 준비할게
좋아 그러면 나머지 팀원들하고는 어떻게 할지
그건 내가 연락해서 정해 볼게
고마워 해결됐네
하하 그래 그러면 나중에 다시 얘기하자
응 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '조별 과제 역할 분담', 'tone': '협조적', 'topic': '과제 팀 프로젝트 논의', 'emotion': '협조적', 'call_environment': '시끄러운 실내', 'participants': ['허하율', '문우진']}",과제 팀 프로젝트 논의,친구,조별 과제 역할 분담,
"야 뭐해
나 지금 걷는 중이야 잠깐만
음 뭐 괜찮아 너 어디야
나도 지금 카페 가려고 하는데 몇 시에 만날까
음 3시면 어때
오 그러면 딱 좋겠다 근데 너 지금 걸어가면서 전화해
응 맞아 아까부터 길게 걷고 있어
조심하고 3시에 만나
알겠어 그러면 카페 앞에서 봐
좋아 그럼 이따 봐
응 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '설레임', 'topic': '카페 방문 시간 조율', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['김준호', '손준호']}",썸 친구와 카페 데이트,친구,카페 방문 시간 조율,
"야 뭐해
나 지금 집이야 뭐
카페 언제 가기로 했지
음 오후 3시 어때
괜찮은 시간인 것 같은데 됐어
좋아 설레는데
그거 나도
그럼 카페에서 누구 먼저 도착하면 자리 맡아
그래 그렇게 하자
조용한 데로 가자
알겠어 좋은 곳 알아볼게
그럼 거기서 보자
응 기다릴게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '설레임', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['고우빈', '손서우']}",썸 친구와 카페 데이트,친구,카페 방문 시간 조율,
"야 뭐해
나 도서관이야 조용히 해야돼
아 그래 나도 도서관에서 공부하고 있었어
시험 어떻게 됐어
음 그냥 그럭저럭 괜찮았어 너는
나도 뭐 그리 나쁘진 않았어 과목별로 차이는 좀 있지만
국어는 잘 나왔는데 수학은 좀 아쉬웠어
그렇구나 수학이 좀 어렵긴 했지
맞아 그 문제 푸는데 시간 너무 많이 썼어
나도 그게 어려워서 시간 부족했어
다음 시험 때는 좀 더 준비해야겠어
그러게
조만간 같이 공부할래
좋아 나중에 시간 맞춰서 보자
응 그럼 도서관에서 봐
알았어 조심히 가",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '시험 점수 공유', 'tone': '편안함', 'topic': '시험 성적 결과 공유', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['손도현', '민하율']}",시험 성적 결과 공유,친구,시험 점수 공유 및 감상,
"야 시험 결과 나왔대
아 진짜 벌써 나왔어
응 나 방금 확인했는데 생각보다 잘 나왔어
오 대박 축하해 너 공부 열심히 했잖아
그래서 그런가 싶기도 하고 하여튼 기분 좋더라
나는 괜찮게 나왔어 생각했던 것보단 좀 낮지만
아 뭐 잘했으면 된 거지 나중에 축하파티라도 할까
좋지 언제 한 번 모여서 놀자
조용히 해야 돼서 나중에 얘기하자
그래 나중에 꼭 만나서 이야기하자
응 알겠어 연락할게
그래 친구 고생했어",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '시험 점수 공유', 'tone': '편안함', 'topic': '시험 성적 결과 공유', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['배지환', '유시윤']}",시험 성적 결과 공유,친구,시험 점수 공유 및 감상,
"야 뭐해
나 도서관에 있어
조용히 해야겠네
어 그래 일단 말해봐
이번 동창 모임 음식 어떻게 할지 정했어
아직 못 정했어 뭘 먹지
음 나는 피자도 괜찮고 치킨도 좋은데
둘 다 주문해서 이렇게 먹으면 되겠다 하하
장소는 어디로 할 거야
지난번에 갔던 그 카페 어때
거기 조용하고 좋더라
그러면 거기로 정하고 주문도 거기서 하면 되겠다
좋아 그럼 그렇게 하자
다음 주말로 잡을까
오케이 내가 친구들한테도 얘기할게
응 고마워 나중에 봐
응 조용히 하고 열심히 공부해라
알았어 크크",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '친근함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['노시연', '오민호']}",동창모임 음식 준비,친구,모임 음식과 장소 논의,
"야 뭐해
어 지금 걷는 중이야 왜
이번 동창모임 음식 준비 어떻게 할지 얘기 좀 하려고
아 그래 그거 말이야 우리 뭐 먹을까
음 내가 생각해봤는데 피자는 어때
피자 좋지 근데 장소는 어디로 할까
글쎄 어디가 좋을까 카페 같은 데 어떨까
지금 걸어가면서 볼 수 있는 데가 없네 잠시 신호등에서 멈췄어
어 그럼 나중에 가서 좀 찾아볼까
그러자 그럼 내가 피자 주문할게 너는 장소 좀 알아봐 줘
오케이 나중에 봐
응 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '즐거움', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['양예린', '주유준']}",동창모임 음식 준비,친구,모임 음식과 장소 논의,
"야 뭐해
나 지금 집이야 너는
나도 집에서 쉬고 있어
다름이 아니라 예비군 훈련 일정 공유하려고
맞다 너도 이번 주 맞지
응 이번 주 수요일이야 일정 확인했어
아 그래 나도 확인했어 근데 장소가 바뀌었더라
어 진짜 어디로 바뀌었어
원래 체육관이었는데 학교 강당으로 바뀌었대
아 그렇구나 그럼 같은 시간에 가면 되는 거지
응 9시까지 도착해야 해
오케이 일찍 자야겠다
그러게 우리 같이 가자
좋아 그럼 수요일 아침에 연락할게
알았어 그때 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '친근함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['신유나', '전소윤']}",예비군 훈련 일정 확인,친구,훈련 일정 공유,
"야 뭐해
어 지금 카페에 있어 많이 시끄럽네
나 예비군 저번에 다녀왔는데 진짜 힘들었어 너는 언제야
어 나 다음 주 수요일인데 너도 그때야
아 맞다 우리 같은 날이었지 점심 같이 먹을까
좋아 근데 시간 좀 봐야 될 것 같아
거기 잘 안 들려
어 잠깐만 조용한 데로 이동할게
응 괜찮아
훈련 끝나고 근처에 맛있는 데가 있다고 하더라 가보자
너무 좋지 이참에 스트레스 좀 풀자
알았어 그럼 훈련 준비 잘하고 연락해
오케이 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '편안함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['황라윤', '한주원']}",예비군 훈련 일정 확인,친구,훈련 일정 공유,
"야 뭐해
그냥 집에서 쉬고 있어 너는
나도 집이야 진짜 오랜만에 전화하네
그러게 말이야 갑자기 군대 시절 생각나서 웃겨가지고
아 그때 말이지 진짜 추억이 많았지
맞아 우리 훈련 때 진짜 힘들었는데 웃긴 일도 많았잖아
하하 그때 너가 물웅덩이에 빠졌던 거 기억나
아 진짜 그거 생각하면 아직도 웃겨 음 그런데 그때 당시엔 정말 난감했지
맞아 맞아 근데 인생에서 그런 경험이 언제 있겠어
그러게 그때 고생한 만큼 진짜 지금 편하게 느껴져
그러니까 그리고 같이 고생한 사람들이 있어서 더 좋았던 거 같아
맞아 그렇지 않으면 버티기 힘들었을 거야
음 그래 가끔은 그때 사람들 보고 싶다
오케이 그럼 나중에 만나서 또 이런 이야기하자
그래 나중에 보자 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '훈련 및 부대 생활 이야기', 'tone': '즐거움', 'topic': '군대 시절 추억 공유', 'emotion': '즐거움', 'participants': ['김유진', '서하연'], 'call_environment': '조용한 실내'}",군대 시절 추억 공유,친구,훈련 및 부대 생활 이야기,
"어 야 뭐해
지금 버스 타고 가는데 너는
나도 지금 걷는 중이야 카페 가려고
그 군대 생각나냐 갑자기
크크 맞아 그때 진짜 고생 많았지
그치 훈련할 때 그 추위는 진짜 잊을 수 없어
그러니까 말이야 그리고 그 야식 몰래 먹던 거 기억나
하하 진짜 그때가 그립다 한편으로는
그러게 다시 그런 경험 못 하겠지
맞아 그때 생각하면 주변 사람들 다 보고 싶더라
이번 주말에 애들 모여서 한 번 볼까
좋지 좋지 나도 연락해볼게
알았어 그러면 계획 세우자
그래 나중에 봐
응 조심히 가",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '훈련 및 부대 생활 이야기', 'tone': '친근함', 'topic': '군대 시절 추억 공유', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['유예서', '우민성']}",군대 시절 추억 공유,친구,훈련 및 부대 생활 이야기,
"어 나야
어 지금 버스 타고 가는 중이야
그.. 미안한 게 있어서 전화했어
음 어제 내가 좀 과했지
괜찮아 사실 나도 좀 놀랐어
너가 화날 줄 몰랐어 진짜로
음 좀 서운했긴 했는데 이해해
고마워 이해해줘서
너도 그랬다면 내가 더 조심했어야지
버스 정류장 거의 다 와 가는데 나중에 만나서 얘기할래
그래 우리 한 번 만나자
이번 주말 어때
좋아 그럼 그렇게 해
오케이 잘 가고 또 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '사과', 'tone': '진지함', 'topic': '사과 하기', 'emotion': '미안함', 'call_environment': '이동 중', 'participants': ['하승현', '이하민']}",사과 하기,친구,잘못한 것에 대한 사과 전달,
"야 뭐해
지금 카페에서 친구랑 있어
음 여기 좀 시끄럽네
그래도 괜찮아 잘 들려
저기 말인데 지난번에 내가 좀 심했지
아 그때 말이야 그거 진짜 신경 쓰지마
아니야 그때 내가 너무 화가 나서 말이 험했어
음 그러니까 나는 그냥 잊어버렸어
정말 미안해 자꾸 생각나서 걸리적거렸어
괜찮아 모두 그럴 때도 있는 거지
음 진짜 고마워 다음에 만나서 밥이라도 살게
하하 그럼 기대할게
알았어 그럼 다음에 보자
오케이 나중에 연락해",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '사과 하기', 'tone': '진지함', 'topic': '잘못한 것에 대한 사과 전달', 'emotion': '진지함', 'call_environment': '시끄러운 실내', 'participants': ['오예나', '차지호']}",사과 하기,친구,잘못한 것에 대한 사과 전달,
"야 뭐해
지금 버스 타고 집 가는 중이야
아 그렇구나 나도 지금 걷는 중이야
근데 이번 주말에 우리 만나야지 그거 생일이잖아
맞아맞아 그래서 케이크랑 선물 준비해야 할 것 같은데
오케이 어디서 살까
일단 가까운 케이크집 좀 찾아볼까 하고 있어
뭔가 특별한 거 있었으면 좋겠어
좋아 그럼 내가 선물 생각해볼게 뭔가 실용적인 거 어때
그것도 좋지 요즘 필요한 거 있을까
글쎄 음 그래서 좀 고민이네
그래서 우리 만날 때 얘기해보자
좋아 그럼 시간 잘 맞추고 알았어 주말에 보자
그래 집에 조심히 가고 연락해
응 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '생일 케이크 및 선물 준비', 'tone': '즐거움', 'topic': '생일 준비', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['구소윤', '손민성']}",친구 생일 케이크 준비,친구,생일 케이크 및 선물 논의,
"야 뭐해
나 집이야
이번 주말에 누구 생일이었지
아 그거 알아서 지금 고민 중이야
뭐 좀 준비할게 있어
케이크는 어떻게 할까
음 내가 예전에 먹었던 거 진짜 맛있었어
그럼 그걸로 할까
어 좋아 천천히 준비하자
선물은 또 뭐 줄까
어떤 게 좋을까 고민이네
그럼 같이 찾아볼까
좋아 알겠어 그럼 이번 주말에 같이 만나자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '생일 케이크 및 선물 논의', 'tone': '즐거움', 'topic': '생일 준비', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['성태현', '김주원']}",친구 생일 케이크 준비,친구,생일 케이크 및 선물 논의,
"야 뭐해
나 지금 도서관에서 공부 중이야 그래서 조용히 해야 돼
아 그래 잠깐 얘기 좀 해도 돼
어 무슨 일인데
그 너 취업 축하 파티 하기로 했잖아 날짜 정했어
아 그거 주말에 하자고 하지 않았어
맞아 그럼 이번 주 토요일 어때
좋지 토요일에 어디서 할 거야
우리 자주 가던 그 카페 어때
거기 조용하고 좋지 좋아 그럼 시간은 오후 3시쯤 어때
오후 3시 완전 좋아
그럼 정리해서 다른 애들한테도 알릴게
고마워 기대된다
나도 그래 그럼 나중에 보자
응 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '친근함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['임시현', '서승호']}",취업 축하 모임 계획,친구,취업 축하를 위한 모임 일정,
"야 뭐해
어 나 지금 집에 있어
나 있잖아 좋은 소식이 있어
오 뭐야 말해봐
나 드디어 취업했어 하하
진짜 축하해 너 엄청 고생했잖아
그래서 말인데 우리 이번 주말에 모여서 축하 파티 할까
완전 좋지 어디서 할래
음 내 생각엔 우리 집에서 조용히 모이는 것도 괜찮아
좋아 그럼 먹을 거랑 마실 거 내가 준비할게
너무 고마워 그럼 이번 토요일 오후에 시작할까
오케이 그럼 그때 보자
응 연락할게
알았어 나중에 봐
그래 나중에 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '즐거움', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['하다은', '이유주']}",취업 축하 모임 계획,친구,취업 축하를 위한 모임 일정,
